input,output
1,11011100010
0,00000000001
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
1,00000100010
0,00000010001
0,01000101010
